address_uuid,primary_address,secondary_address,district,city_id,postal_code,phone,location,last_update
05ccd273-b82f-4402-af25-b12672e83d20,"1049 Matamoros Parkway",NULL,Karnataka,c37e3092-846f-42a9-b2b3-865251e4c7e0,69640.0,960505250340.0,...,"2014-09-26 11:01:16"
05ef7747-1bda-4704-9513-f28b7a2fa5e5,"786 Aurora Avenue",NULL,Yamaguchi,65b2145a-d65a-4214-bad7-802faa193313,65750.0,18461860151.0,...,"2014-09-26 11:01:53"
0614ba31-5f95-47bc-9ec4-e53b464663c0,"1957 Yantai Lane",NULL,"São Paulo",43b89bdd-4cc4-4dcd-b6fd-272216f0b31d,59255.0,704948322302.0,...,"2014-09-26 11:00:22"
0625bb55-1f5d-406d-a3fc-84cf3de3bca8,"1838 Tabriz Lane",NULL,Dhaka,2d417bec-323a-4f91-80a0-89a8a67a547b,1195.0,38988715447.0,...,"2014-09-26 11:00:12"
0629da53-0997-4c71-9096-49eea221406f,"682 Halisahar Place",NULL,"Severn Morava",59abd840-c388-43a0-bc14-8f1e6f7e361f,20536.0,475553436330.0,...,"2014-09-26 11:00:54"
06bb70d3-403d-4f5c-86da-a28d02327b24,"608 Birgunj Parkway",NULL,Taipei,c442887d-a20e-49ca-8de3-f6790286dc2d,400.0,627425618482.0,...,"2014-09-26 11:03:14"
06d9640c-49b2-40a9-a75a-1ffdf755290f,"1107 Nakhon Sawan Avenue",NULL,Mxico,3e073678-e184-4583-a942-1e15e9f8727e,75149.0,867546627903.0,...,"2014-09-26 11:02:11"
0798f8ef-1e91-4ced-a4ad-6b7a75c0d32e,"486 Ondo Parkway",NULL,Benguela,740c0a71-947e-4e38-952a-89c96aa1ffa4,35202.0,105882218332.0,...,"2014-09-26 11:00:02"
0834fa8c-81ab-4566-be6e-7fd1c563d869,"431 Szkesfehrvr Avenue",NULL,Baki,c50ee719-8914-43f8-928d-bece269f218e,57828.0,119501405123.0,...,"2014-09-26 11:00:11"
089951d7-f7a9-477d-ad2b-163269181c32,"1489 Kakamigahara Lane",NULL,Taipei,0d625acd-718d-46d6-af57-3cb3483aaf47,98883.0,29341849811.0,...,"2014-09-26 11:03:16"
09069e4d-2808-4124-ad9d-56abaa63459c,"591 Sungai Petani Drive",NULL,Okayama,3036a7f3-4599-4a78-8a70-a547bc238c97,46400.0,37247325001.0,...,"2014-09-26 11:01:51"
092495b1-7a4a-41ea-8eb7-6a1e5fc6b995,"1848 Salala Boulevard",NULL,Miranda,a446fdbe-9687-483a-93c3-a603f086cc63,25220.0,48265851133.0,...,"2014-09-26 11:04:04"
09bdccc8-2529-44f1-9e7a-ae065cfe9cbc,"28 MySQL Boulevard",NULL,QLD,a4b5fe87-3557-4687-b16b-30f28693e6c2,NULL,NULL,...,"2014-09-26 11:00:09"
09c7ffe4-7356-47cd-bb76-a1f67e43baf1,"191 Jos Azueta Parkway",NULL,Ruse,76317c3d-8d92-418f-b919-83e570b76907,13629.0,932156667696.0,...,"2014-09-26 11:00:23"
0a06fd76-a766-4ded-a1ea-5de87f2a92a2,"862 Xintai Lane",NULL,"Cagayan Valley",fed7e490-fae4-41d8-a916-6e7e20f76140,30065.0,265153400632.0,...,"2014-09-26 11:02:41"
0a4f8887-a80c-4f41-bf72-0cbb0646e510,"44 Najafabad Way",NULL,Baskimaa,280645ff-066c-43e9-b418-3223af52b056,61391.0,96604821070.0,...,"2014-09-26 11:03:08"
0a5338f9-cff2-42a6-a20b-2e4b766228ed,"289 Santo Andr Manor",NULL,al-Sharqiya,e2c840aa-63a0-43c4-ad28-380a6db3cfd2,72410.0,214976066017.0,...,"2014-09-26 11:02:59"
0b6cdd79-aae4-4dea-907e-d1fbaf4ec50e,"1206 Dos Quebradas Place",NULL,"São Paulo",2572490c-fd77-4fa1-b956-a617ebc5b5d9,20207.0,241832790687.0,...,"2014-09-26 11:00:21"
0c4d70b1-a1e7-4240-a791-2c0202922319,"1089 Iwatsuki Avenue",NULL,Kirov,4a6b6c56-decf-4359-93e0-963fd96b4ae4,35109.0,866092335135.0,...,"2014-09-26 11:02:50"
0d780257-4546-40b2-97d7-01962bcbdee0,"1059 Yuncheng Avenue",NULL,Vilna,2bbf2f00-9a4f-4796-a459-2577c78be53c,47498.0,107092893983.0,...,"2014-09-26 11:01:58"
0de364c2-65e9-4e32-b709-2a03de3adc69,"475 Atinsk Way",NULL,Gansu,92323cb4-aa25-4f72-8a54-f00c144ba6e4,59571.0,201705577290.0,...,"2014-09-26 11:00:36"
0e2b9b27-b9a5-4421-9063-aecbab5fc540,"1987 Coacalco de Berriozbal Loop",NULL,al-Qalyubiya,e0a37376-601b-419e-87b3-6988ef4e6070,96065.0,787654415858.0,...,"2014-09-26 11:00:58"
0e2f557c-f7b7-4f2c-bab2-f59c36b103b3,"1792 Valle de la Pascua Place",NULL,Nordrhein-Westfalen,672b5519-cea5-4456-80d1-4e25926be57a,15540.0,419419591240.0,...,"2014-09-26 11:01:06"
0e3de0cc-d1ca-4f93-918d-831b4b324418,"582 Papeete Loop",NULL,"Central Visayas",48dc986f-66ff-4da1-b3f6-cbe3c34ef18a,27722.0,569868543137.0,...,"2014-09-26 11:02:38"
0e7dbd1f-5b7c-4790-a549-68165d7d8845,"717 Changzhou Lane",NULL,"Southern Tagalog",d6300694-c8ef-4122-afd4-3dfc86b72f36,21615.0,426255288071.0,...,"2014-09-26 11:02:36"
0f1a20cc-a02c-40a1-9fbc-ec01a534ae41,"1166 Changhwa Street",NULL,Caraga,035ec736-6056-47b7-8293-ac560ecfc30c,58852.0,650752094490.0,...,"2014-09-26 11:02:34"
0f72fec4-a1f3-4bb6-81fe-b63760159691,"775 ostka Drive",NULL,al-Daqahliya,3f50eb81-3d38-48f4-998b-7596418e4eb2,22358.0,171973024401.0,...,"2014-09-26 11:00:57"
0f812c81-6cc2-49ef-9cf7-577136f1e319,"1050 Garden Grove Avenue",NULL,Slaskie,99c9c783-0007-4a31-99e9-876b92f6ad95,4999.0,973047364353.0,...,"2014-09-26 11:02:42"
101ec863-78d3-4f4f-90d4-1c51ab82da9c,"457 Tongliao Loop",NULL,Bursa,2cbfe6e3-0bef-4fef-ad37-8bb7ee8217ab,56254.0,880756161823.0,...,"2014-09-26 11:03:25"
102e2cf8-924a-4bf6-8170-4e739677c109,"1378 Beira Loop",NULL,Krasnojarsk,0476c145-c755-475b-b8f3-d177e366c82b,40792.0,840957664136.0,...,"2014-09-26 11:02:58"
10332ac5-511a-44a0-8171-bb6b92670dd3,"152 Kitwe Parkway",NULL,Caraga,f9589fca-720b-4905-8e21-e436978ff473,53182.0,835433605312.0,...,"2014-09-26 11:02:35"
10577c86-9c62-40c8-bfe9-a45fb91b5cba,"415 Pune Avenue",NULL,Shandong,02cea1cd-189b-4266-823e-08899e65ba7d,44274.0,203202500108.0,...,"2014-09-26 11:00:47"
10ab3430-d42e-42a4-af24-78e0bc355115,"1153 Allende Way",NULL,Québec,dba38afa-aa45-469f-bbd7-cb8b8279a0ab,20336.0,856872225376.0,...,"2014-09-26 11:00:26"
112e053e-7c26-43fb-9a70-342635d57294,"1661 Abha Drive",NULL,"Tamil Nadu",3fe1f0b2-e22d-4707-ab46-2ef18e81de4e,14400.0,270456873752.0,...,"2014-09-26 11:01:23"
1160820d-843d-4eea-9b29-918d935aecd2,"879 Newcastle Way",NULL,Michigan,398a7f93-c787-4b6a-bbcc-afe9ec452490,90732.0,206841104594.0,...,"2014-09-26 11:04:01"
1190b1e8-2cbe-4720-98b1-57d7e0f0e098,"1191 Tandil Drive",NULL,"Southern Tagalog",b54d5684-9075-4db3-8cc7-205b4c2420a3,6362.0,45554316010.0,...,"2014-09-26 11:02:40"
11a8cfac-7b83-4cca-9806-691df0ac3978,"1103 Bilbays Parkway",NULL,Hubei,008d0cca-e34a-475d-ae65-28bd49743b9b,87660.0,279979529227.0,...,"2014-09-26 11:00:45"
12491e60-f5e1-4deb-a06b-6f52df92844d,"984 Effon-Alaiye Avenue",NULL,Gois,425fcc88-a7d7-4416-afb6-d12d392d402f,17119.0,132986892228.0,...,"2014-09-26 11:00:17"
12a06381-5482-474e-98c4-8bc34b487003,"230 Urawa Drive",NULL,"Andhra Pradesh",51458dc7-3684-41f6-8bcf-663f7c49e39f,2738.0,166898395731.0,...,"2014-09-26 11:01:09"
12a0c14d-8f65-407d-b1fb-f06a8428c4de,"51 Laredo Avenue",NULL,Sagaing,13d2e9b0-9f7e-4cb6-b2de-a841ece3527d,68146.0,884536620568.0,...,"2014-09-26 11:02:18"
12e2e6ce-2ace-4850-8070-b6f38df6b175,"483 Ljubertsy Parkway",NULL,Scotland,e1fa13d0-925d-4de8-919e-4e816ef2cfbe,60562.0,581174211853.0,...,"2014-09-26 11:03:36"
13acb9b3-7f9b-48cc-adad-7c58dc8473f7,"18 Duisburg Boulevard",NULL,NULL,289b18c4-15f8-4cad-ba9b-52c1ef57f948,58327.0,998009777982.0,...,"2014-09-26 11:01:08"
13f99d55-a467-4ce1-bc71-344f2a3187fe,"201 Effon-Alaiye Way",NULL,Asunción,7a6a86b1-c3a8-4d06-b753-290f8f3d5feb,64344.0,684192903087.0,...,"2014-09-26 11:02:31"
1433ef00-b504-428d-8ffc-664da8dc9847,"535 Ahmadnagar Manor",NULL,"Abu Dhabi",f8d20642-0cd8-43ff-8393-7cc494328b8b,41136.0,985109775584.0,...,"2014-09-26 11:03:34"
14a22f7f-c44e-44ea-9b2e-9b13694cbb54,"600 Bradford Street",NULL,"East Azerbaidzan",19b130e5-f95e-44fa-af14-80dbbbfe2508,96204.0,117592274996.0,...,"2014-09-26 11:01:40"
15690605-201f-492b-900e-2594ebe978c1,"1891 Rizhao Boulevard",NULL,"São Paulo",4781c2a9-3a69-4458-add9-946c461ae78f,47288.0,391065549876.0,...,"2014-09-26 11:00:21"
15ef7141-69ce-4368-a29b-501b592f926c,"17 Kabul Boulevard",NULL,Chiba,78f6c2e2-5d64-48ef-9619-413de25252bd,38594.0,697760867968.0,...,"2014-09-26 11:01:51"
160e9f6c-c36f-4c3a-aaba-8a6bde5878f6,"1224 Huejutla de Reyes Boulevard",NULL,Lombardia,7dee41b5-276b-4a58-9917-460f1d37d3cb,70923.0,806016930576.0,...,"2014-09-26 11:01:43"
166a80ae-1067-4a20-9251-8755afb9e12e,"61 Tama Street",NULL,Okayama,22f99a72-f7af-48b0-aa6f-f12cf86db2c3,94065.0,708403338270.0,...,"2014-09-26 11:01:49"
167400c1-0140-4c25-9eff-b64e667e6bde,"740 Udaipur Lane",NULL,"Nizni Novgorod",9243df5a-cc26-489d-8102-596398a6f94c,33505.0,497288595103.0,...,"2014-09-26 11:02:47"
172fe944-dc29-4aa7-bd86-3a0d6dfe8d36,"661 Chisinau Lane",NULL,Pietari,a597a2a6-343b-4491-9d6e-0a804566884a,8856.0,816436065431.0,...,"2014-09-26 11:02:51"
176805f5-40a0-4f86-b9f3-5efbd5f0f2db,"1201 Qomsheh Manor",NULL,Gois,fbf7fdd0-eb9d-45bb-9109-e12fcf2337a6,21464.0,873492228462.0,...,"2014-09-26 11:00:15"
1781d479-3d6a-4285-a9a1-ea400442c041,"1190 0 Place",NULL,"Rio Grande do Sul",01bbcbd3-ebe1-4844-afb8-2f60335f2c55,10417.0,841876514789.0,...,"2014-09-26 11:00:16"
17d2fae2-d7a0-42c6-96b0-170a4a680531,"401 Sucre Boulevard",NULL,"New Hampshire",bde00214-f68e-4b20-ab18-cf6b8045d6a5,25007.0,486395999608.0,...,"2014-09-26 11:03:56"
1826dc6e-3967-4879-a28d-1499a679d54c,"28 Charlotte Amalie Street",NULL,Rabat-Sal-Zammour-Z,34e57ee8-6625-4cac-ae22-2648626335e0,37551.0,161968374323.0,...,"2014-09-26 11:02:16"
18a59eaa-fa58-4a64-a059-69ae6c6622a1,"43 Vilnius Manor",NULL,Colorado,86842fbe-51a8-44a1-859e-5afe5e225142,79814.0,484500282381.0,...,"2014-09-26 11:03:44"
18f5953f-68dd-4318-9f50-bea79e6bb4cf,"1746 Faaa Way",NULL,Huánuco,c224a16b-710d-4fa7-af52-0f7d544d0579,32515.0,863080561151.0,...,"2014-09-26 11:02:33"
19e9c524-481a-4180-9113-6027bab57d7b,"195 Ilorin Street",NULL,Chari-Baguirmi,32caf8aa-4de8-44ed-a3b5-f4a7f3c64f5f,49250.0,8912935608.0,...,"2014-09-26 11:00:29"
1a004f61-201e-4fc8-a1ed-80579c2695e0,"1768 Udine Loop",NULL,Battambang,769592ad-ca25-49f8-8dec-e77b06df4fe8,32347.0,448876499197.0,...,"2014-09-26 11:00:24"
1a052d4e-3ae3-4e1e-9766-7d6eb6ebdbbb,"495 Bhimavaram Lane",NULL,Maharashtra,424af3d4-ad80-422c-b46c-e8aca63e4b4e,3.0,82088937724.0,...,"2014-09-26 11:01:15"
1a6e1278-da05-48c4-8604-5b194f782333,"1027 Banjul Place",NULL,"West Bengali",3241f394-0384-48d3-bd16-b684d7fe2f26,50390.0,538241037443.0,...,"2014-09-26 11:01:16"
1a820a35-b343-45df-b17f-9a4c7a5bc170,"1519 Santiago de los Caballeros Loop",NULL,"East Kasai",58ccb66c-757b-4af6-8f66-e6238961956a,22025.0,409315295763.0,...,"2014-09-26 11:00:53"
1adbdf70-828e-4ff0-8e59-654b4949df93,"387 Mwene-Ditu Drive",NULL,Ahal,3e3c4bc5-68f9-45c1-8145-00c2bec032f3,8073.0,764477681869.0,...,"2014-09-26 11:03:30"
1b016fd6-6bd2-4c85-9025-df9a707e2a06,"754 Valencia Place",NULL,"Phnom Penh",8e049c73-c3b1-4b91-b39c-4215e34d76f3,87911.0,594319417514.0,...,"2014-09-26 11:00:25"
1b21fa4d-35be-48fa-9f4c-1545a3739d9b,"1336 Benin City Drive",NULL,Shiga,a41ea417-2661-41f6-8779-4a30218c6292,46044.0,341242939532.0,...,"2014-09-26 11:01:53"
1b41001b-0e1e-4ad5-9492-90b5154758af,"698 Jelets Boulevard",NULL,Denizli,c843a518-bcf6-49bf-a37c-1d159e0ede67,2596.0,975185523021.0,...,"2014-09-26 11:03:24"
1ba49bb8-d46e-4d33-917a-803cd12c562c,"1386 Yangor Avenue",NULL,Provence-Alpes-Cte,2c26ce3b-190f-400c-88b1-ef7241a2f38e,80720.0,449216226468.0,...,"2014-09-26 11:01:01"
1c2ca2d8-f9d6-45aa-a118-4a59a48e5717,"1704 Tambaram Manor",NULL,"West Bengali",abc6307a-5b97-40d7-bb33-07fdf27af933,2834.0,39463554936.0,...,"2014-09-26 11:01:28"
1c8841e9-55ab-4986-9e29-438a3ef79a04,"138 Caracas Boulevard",NULL,Zulia,afdd85b1-3716-4489-b469-31cb0130af11,16790.0,974433019532.0,...,"2014-09-26 11:04:04"
1d3a412c-390f-45ac-9000-42ac00a255ca,"470 Boksburg Street",NULL,Central,a5980147-2438-421d-a8e5-0bcd16fe0b0f,97960.0,908029859266.0,...,"2014-09-26 11:02:19"
1d3f4069-194a-4446-9f54-48d6aa5cdf18,"885 Yingkou Manor",NULL,Kaduna,808156f1-eba3-4a59-ba18-3b23aac68f8e,31390.0,588964509072.0,...,"2014-09-26 11:02:28"
1d69e1bc-2f77-4e95-83d8-1d8cc5148412,"906 Goinia Way",NULL,Wielkopolskie,8261c16f-7978-482c-8beb-940762e50467,83565.0,701767622697.0,...,"2014-09-26 11:02:42"
1eb629b1-88b2-464a-b3d3-79fff2fe3698,"1786 Salinas Place",NULL,"Nam Ha",d1e20be9-6ce6-465c-bbdd-d1c9c880a297,66546.0,206060652238.0,...,"2014-09-26 11:04:07"
1ef4f351-3485-4275-bf4c-bdca19dc459d,"369 Papeete Way",NULL,"North Carolina",afb7652c-61ec-47e6-bf3d-66e4065765f1,66639.0,170117068815.0,...,"2014-09-26 11:03:52"
1fd02f9e-8754-42a7-bf34-e27e3b153104,"60 Poos de Caldas Street",NULL,Rajasthan,69a06aa6-6f04-48a7-8b9d-9f022595bc95,82338.0,963063788669.0,...,"2014-09-26 11:01:18"
204222bd-9f5c-4650-aa0e-91769814d644,"1658 Cuman Loop",NULL,"Sumatera Selatan",2b568db7-09ec-43a9-951a-24217ed73b3a,51309.0,784907335610.0,...,"2014-09-26 11:01:34"
20600acd-3e83-43d6-b454-642b5f74f65d,"270 Amroha Parkway",NULL,Osmaniye,4204fc85-ae38-4762-bed6-416bc291b370,29610.0,695479687538.0,...,"2014-09-26 11:03:27"
20dfba7e-13fd-4c02-bc10-df30163f8f95,"421 Yaound Street",NULL,Sumy,c811be21-4584-4f4c-96e2-f47deb9fdf2d,11363.0,726875628268.0,...,"2014-09-26 11:03:33"
21b91f4a-6c8e-4f1f-b70a-bdbc02c329ff,"1993 Tabuk Lane",NULL,"Tamil Nadu",9c43f0c7-acc7-4fd9-bfea-ee1ac724abd0,64221.0,648482415405.0,...,"2014-09-26 11:01:27"
224f5cbc-69af-4bb5-97a2-61a8be70b933,"1337 Lincoln Parkway",NULL,Saitama,2c523654-f422-4141-ada4-55b22cfe7b09,99457.0,597815221267.0,...,"2014-09-26 11:01:55"
22512300-1ea4-43a4-bc6b-57e302040131,"1942 Ciparay Parkway",NULL,Cheju,21b8d58c-3a24-4385-ba63-84019b3bad66,82624.0,978987363654.0,...,"2014-09-26 11:03:06"
22affcb7-a9a3-4c9c-aa01-a66d6ce9e0ba,"114 Jalib al-Shuyukh Manor",NULL,Centre,b1ab5bb8-ae38-46e3-b943-3b7c3b7dd4ed,60440.0,845378657301.0,...,"2014-09-26 11:00:25"
232cf1ae-045c-4105-accc-1193cd52651a,"1013 Tabuk Boulevard",NULL,"West Bengali",da8ff3e6-8346-4f16-97d8-5f94e309c86f,96203.0,158399646978.0,...,"2014-09-26 11:01:19"
24123ce0-ee4d-4994-aa64-fd578d1227f0,"469 Nakhon Sawan Street",NULL,Tuvassia,fe210e07-6eba-4ecd-9974-2bf1f247ace4,58866.0,689199636560.0,...,"2014-09-26 11:02:58"
242af7c5-881b-4591-999f-ecccb512532a,"226 Brest Manor",NULL,California,23481367-e3c7-451c-b3cb-a003a77b549a,2299.0,785881412500.0,...,"2014-09-26 11:04:02"
246a1aea-812e-489c-84bf-3ec02e77f181,"780 Kimberley Way",NULL,Tabuk,c39d79ea-713d-44c4-809a-9c6c92cf6f87,17032.0,824396883951.0,...,"2014-09-26 11:03:00"
249f82bd-309c-4c06-9049-2f8a22a6e2bf,"785 Vaduz Street",NULL,"Baja California",509cfc38-1d0a-4cd0-8e21-d7d738ec30ab,36170.0,895616862749.0,...,"2014-09-26 11:02:10"
24f523a8-e157-4f62-bd53-4983ef95ac0f,"1287 Xi´angfan Boulevard",NULL,Gifu,67443a91-4c47-45d2-b917-eb1ed693dedc,57844.0,819416131190.0,...,"2014-09-26 11:01:48"
2554bd9c-d514-46c6-99d9-647714ff7100,"927 Barcelona Street",NULL,"Chaharmahal va Bakht",abb29a60-2618-4c1a-8052-b051dd4e5820,65121.0,951486492670.0,...,"2014-09-26 11:01:38"
25a3b2a5-4658-45ec-b671-25eee5b8599c,"226 Halifax Street",NULL,Xinxiang,0c6f2653-1747-47df-b06c-2fcb17200824,58492.0,790651020929.0,...,"2014-09-26 11:00:38"
264de2a1-fc5a-44c4-8382-2975109549f3,"1351 Aparecida de Goinia Parkway",NULL,"Northern Mindanao",583cb682-c965-4246-8312-edeab174e809,41775.0,959834530529.0,...,"2014-09-26 11:02:38"
26b92c81-b014-455b-bbb9-bd5da55c299f,"1635 Kuwana Boulevard",NULL,Hiroshima,a4209cd0-c137-46c8-9dd9-5056aaed8722,52137.0,710603868323.0,...,"2014-09-26 11:01:46"
27247fde-bb5f-42af-adfd-2d36a1d51d65,"1966 Amroha Avenue",NULL,Sichuan,46694c61-8817-41cc-bb8d-ee5638ae7bb5,70385.0,333489324603.0,...,"2014-09-26 11:00:32"
2862a414-73c2-4320-8ca0-b31eb15b9a88,"935 Aden Boulevard",NULL,"Central Java",7ce87d5a-a27f-4b47-af02-8b6d18e08b74,64709.0,335052544020.0,...,"2014-09-26 11:01:35"
28fc9ade-0594-4dae-b54e-5e4683bfaf61,"1 Valle de Santiago Avenue",NULL,Apulia,2b18bb7d-4b09-4983-abcf-1ff4c08b44b7,86208.0,465897838272.0,...,"2014-09-26 11:01:43"
291baee3-4210-488c-9f9c-c4bbf68c6e96,"1692 Ede Loop",NULL,"São Paulo",af5ea6e2-2522-4347-bfa6-9d66fe48289c,9223.0,918711376618.0,...,"2014-09-26 11:00:16"
2a2dfea2-d988-4c0c-99a4-3f9012718e5e,"68 Ponce Parkway",NULL,Hanoi,29414fe5-49cd-419c-a5d2-1c778510ace2,85926.0,870635127812.0,...,"2014-09-26 11:04:06"
2a8bdeab-7bd8-42da-b04e-449fd8a0eabc,"53 Idfu Parkway",NULL,Nantou,23f8087f-dee7-415e-b214-c38bf76b883a,42399.0,10655648674.0,...,"2014-09-26 11:03:16"
2aca09cd-8396-4b81-b5a5-6e6ec549807b,"1816 Bydgoszcz Loop",NULL,Dhaka,001f49ab-6547-4627-b550-e33d151b044f,64308.0,965273813662.0,...,"2014-09-26 11:00:12"
2b439a5e-3257-4c5c-bc45-c672ef57e7f2,"1440 Fukuyama Loop",NULL,Henan,42b10fe6-3d01-4f74-95d9-6ec3084ddcdc,47929.0,912257250465.0,...,"2014-09-26 11:00:40"
2b9aecb1-9701-4d15-a81c-ed6fe871df12,"1479 Rustenburg Boulevard",NULL,"Southern Tagalog",aed595ed-45e6-4f1d-a8c4-e8d9eeef210f,18727.0,727785483194.0,...,"2014-09-26 11:02:40"
2c231632-22e5-48ab-80a8-4c662c7e778a,"391 Callao Drive",NULL,Midi-Pyrnes,8d25c735-b21a-4fe1-b3cb-d41ad457cbfa,34021.0,440512153169.0,...,"2014-09-26 11:01:01"
2c6af64d-241e-4368-ac98-1e58b0968a96,"379 Lublin Parkway",NULL,Toscana,94701470-6f4f-48dc-997e-45ac4feaf3d7,74568.0,921960450089.0,...,"2014-09-26 11:01:44"
2ce99de9-2b36-4460-b2ed-7fb7e7a61397,"117 Boa Vista Way",NULL,"Uttar Pradesh",bfd5429b-1eff-43a4-ae27-20f025933a06,6804.0,677976133614.0,...,"2014-09-26 11:01:29"
2dda7f23-21be-42c4-9cb8-d19d27574d37,"923 Tangail Boulevard",NULL,Tokyo-to,374e6406-f52b-4146-848f-ae49126a16af,33384.0,315528269898.0,...,"2014-09-26 11:01:45"
2e203dde-bc65-4f75-9e1e-0a6361e549ba,"1892 Nabereznyje Telny Lane",NULL,Tutuila,55ccd3d9-d18e-4343-89be-f0efd1ab27ad,28396.0,478229987054.0,...,"2014-09-26 11:00:02"
2e55d2f3-711c-4213-9ba1-5656d998b366,"1673 Tangail Drive",NULL,Daugavpils,3417b0c2-eb43-4339-a513-a84278f4eba0,26857.0,627924259271.0,...,"2014-09-26 11:01:57"
2eaa9725-c3ea-4fa5-878a-e9318fb736a9,"320 Baiyin Parkway",NULL,Mahajanga,38da2aed-cc9b-4996-a351-8578bc87b37f,37307.0,223664661973.0,...,"2014-09-26 11:01:59"
2f02c7bf-58b5-4fc9-adeb-8bf6f9388196,"1208 Tama Loop",NULL,Ninawa,67241bd9-73e9-4df6-96cf-1b8e03a07d75,73605.0,954786054144.0,...,"2014-09-26 11:01:40"
2f0e55d3-1460-4da9-a930-e0c728c67894,"686 Donostia-San Sebastin Lane",NULL,Guangdong,92688297-0c52-4dee-8a04-341d33d8900a,97390.0,71857599858.0,...,"2014-09-26 11:00:42"
3143017a-948a-422b-9ac1-4030f6b30d49,"362 Rajkot Lane",NULL,Gansu,e99d8156-f703-4c7a-a7a0-c77623d97aea,98030.0,962020153680.0,...,"2014-09-26 11:00:31"
3211ca62-f4f4-4191-93c2-7b537edaa2df,"934 San Felipe de Puerto Plata Street",NULL,Sind,c3c72056-1d9f-474e-8241-e593a3ed6ff8,99780.0,196495945706.0,...,"2014-09-26 11:02:31"
3265dc0f-a5fb-4f3c-93fc-570cb5d0c71b,"656 Matamoros Drive",NULL,Boyac,f8050d4b-713a-4d4e-954a-49d320cd5147,19489.0,17305839123.0,...,"2014-09-26 11:00:53"
32838d03-a494-4221-8530-7e09ec264015,"1963 Moscow Place",NULL,Assam,5dbd0175-1959-47c2-9933-5ece6c52871c,64863.0,761379480249.0,...,"2014-09-26 11:01:21"
329b1732-5413-4a87-a25d-febac14a5ae5,"127 Purnea (Purnia) Manor",NULL,Piemonte,630f57d8-e9e2-4f7e-8468-8db4ddbf51d4,79388.0,911872220378.0,...,"2014-09-26 11:01:42"
32dbf453-2a1c-4588-bd19-0cbc5f25d46a,"168 Cianjur Manor",NULL,Saitama,1f92dea9-ad40-4591-98e1-7fcc22685422,73824.0,679095087143.0,...,"2014-09-26 11:01:48"
