card_id,card_number,card_holder_name,card_type,expiration_date,cvv,user_id,created_at
13266169-14af-4194-bf5b-8ee3de7df676,516831499531191,DENISE_KELLY,Mastercard,2027-04-01,336,3c9e785b-d44d-4066-baca-d4ccffb3a88c,"2024-08-26 17:15:11"
13c1f857-d76b-47a7-9600-fb52dc0e6274,47322056946847,ROGER_QUINTANILLA,Visa,2029-05-01,165,6b6f980b-8b6c-4148-b541-785dc1b5a6f5,"2024-08-26 17:15:12"
13dbfac2-c860-4ab1-ae6f-c9c54905afac,347559211947397,KATHERINE_RIVERA,"American Express",2029-06-01,420,c20dc505-6c06-4524-acb1-45eceaa9c6cc,"2024-08-26 17:15:12"
14a55833-aae0-4529-b57a-7dd59260024c,44956097902808,JACKIE_LYNCH,Visa,2029-04-01,739,aaf6f03a-d79f-4373-a45b-c14067ffc646,"2024-08-26 17:15:12"
14d12059-af39-48c2-835f-7eef13af5ed3,60114576676618996,NEIL_RENNER,Discover,2029-12-01,905,36a808c4-6f79-466e-b7d1-d2e2909dc57f,"2024-08-26 17:15:11"
15a8a05c-bfe2-4723-86f8-b74365dcc3d5,345947217225027,EDDIE_TOMLIN,"American Express",2030-02-01,325,22bed234-c619-46d9-8f38-0d7a38f50072,"2024-08-26 17:15:11"
160bec78-3602-46aa-97d0-439a9c2b8e23,347046238418568,MONICA_HICKS,"American Express",2030-09-01,797,b05cb626-8d5a-4e1d-8e3a-137514f2bd3c,"2024-08-26 17:15:12"
16bad7eb-9c0c-49fc-87b4-677d0f16d3bf,42643765624721,DIANE_COLLINS,Visa,2026-11-01,240,79431f3f-8138-4961-8694-ab4e2bc0a9a6,"2024-08-26 17:15:12"
17d766c9-e01a-46a7-bff0-7e5d87f2e278,48382995010615,BRADLEY_MOTLEY,Visa,2025-08-01,924,3142aaea-df15-476e-9fdc-9dfd50d7feee,"2024-08-26 17:15:11"
17e1c00e-d1b8-4adb-a6ce-9bc179d35371,516255474273174,MAURICE_CRAWLEY,Mastercard,2030-11-01,972,e1e7dd50-826b-4a0b-a702-b6d0a69abfe8,"2024-08-26 17:15:12"
17f83bbf-000f-42d3-a4b3-48ecefdfc80b,60117328362773551,HECTOR_POINDEXTER,Discover,2026-10-01,539,da314d47-da44-4275-b39f-5bf363837af6,"2024-08-26 17:15:12"
181e33a1-19a8-438c-9675-df9a5fc9fade,344825461517261,BILLY_POULIN,"American Express",2024-04-01,399,b5feaaca-2299-4d32-8364-66afe0ec30b1,"2024-08-26 17:15:12"
1853681d-6628-40bd-bfb5-efa5c4171adb,60117965560077531,EMMA_BOYD,Discover,2029-12-01,845,6cf81cc7-408a-4c4c-92c2-0f0407f5006a,"2024-08-26 17:15:12"
18797735-5333-4f00-b8b3-af9a06991bdf,340656884003064,CHRIS_BROTHERS,"American Express",2030-07-01,848,32954b55-0f80-4ec9-87dc-90dc92942a2d,"2024-08-26 17:15:11"
18d39fb0-753c-400a-acd5-8b58b498df41,60113066710213042,JAMIE_WAUGH,Discover,2027-08-01,429,00fcb0d4-7972-404e-bf63-d409538151b2,"2024-08-26 17:15:11"
18e843d6-c631-4ace-acba-d53dcdd9f957,349147474827858,ROBERT_BAUGHMAN,"American Express",2030-10-01,896,73d5120c-43c1-45f6-ba2b-435712bf798e,"2024-08-26 17:15:12"
18f6c3f2-3a79-4617-a80d-2768ca6414cb,49565176555598,MARY_SMITH,Visa,2026-10-01,673,23c1361d-f5ca-4af3-9f21-8039885e869c,"2024-08-26 17:15:11"
193834fd-ab0c-4495-b9c9-85bfd3b5b34e,47915861464839,DEANNA_BYRD,Visa,2024-12-01,500,f7741d7d-7430-47cb-b6e6-ecff6046b651,"2024-08-26 17:15:12"
196f070d-6ad9-47dc-92a2-9219df981ae9,346785260094018,DARREN_WINDHAM,"American Express",2029-11-01,248,11a8a6de-6ad0-47e8-964e-233246a2b578,"2024-08-26 17:15:11"
19aab9f1-a517-4d08-8384-92d9b2d20e11,345130126632083,HUGH_WALDROP,"American Express",2028-02-01,687,baf41cb4-6b7b-416a-900e-8228c5b15655,"2024-08-26 17:15:12"
1a597306-148b-4f4b-86ed-22a5764bbce2,518870528413753,PAULA_BRYANT,Mastercard,2029-06-01,260,89b46998-bd02-4a71-b829-d0cda5ea51bc,"2024-08-26 17:15:12"
1a691841-f7e4-47be-a396-d934f83b8d28,515665234428630,JOSE_ANDREW,Mastercard,2026-05-01,465,a021b8c9-f860-488d-bad8-4513051efeae,"2024-08-26 17:15:12"
1aa7c586-c6a8-457f-8bc6-44edbdb8139f,510800722043541,NELLIE_GARRETT,Mastercard,2025-01-01,524,f66cc652-c90c-4107-a1e9-89de0d6fe33a,"2024-08-26 17:15:12"
1ac99f05-e518-4298-9cfa-0232e6f2efe4,41920887091471,CORY_MEEHAN,Visa,2027-10-01,110,03057025-cdf2-4590-8a9a-abb36ec4905b,"2024-08-26 17:15:11"
1b12df19-e999-47d1-a7db-f476b48defd5,60113444048716899,DOROTHY_TAYLOR,Discover,2028-01-01,877,6f0723ed-e855-4b99-81cb-1cb3e5f1d4be,"2024-08-26 17:15:12"
1b253e42-9105-42d5-ae93-27b8910ea24f,519704617254232,IRMA_PEARSON,Mastercard,2030-10-01,952,466cfef6-b93f-4563-97f1-b1488a602cc4,"2024-08-26 17:15:11"
1b3f03b7-0801-4088-9eb9-5257a5916d15,44377431651788,RANDY_GAITHER,Visa,2030-07-01,558,3164e161-93fe-4c72-93f8-db414a233f70,"2024-08-26 17:15:11"
1b8c12b7-86a3-443b-b983-bc5b41865ca5,60116263345079884,RALPH_MADRIGAL,Discover,2030-12-01,671,fcf09f0b-b86b-454f-8c00-5730818805b4,"2024-08-26 17:15:12"
1bd56f89-bce3-4ee9-a955-c5f7ba78c445,517502312028015,CARLOS_COUGHLIN,Mastercard,2025-10-01,642,6c5bdbf0-03af-4f3e-a196-9d94e8cfba48,"2024-08-26 17:15:12"
1bea6838-209d-4690-be0b-e59b991c2a37,348293965958651,JIMMIE_EGGLESTON,"American Express",2024-05-01,360,3760f852-f2a3-46e5-ae64-4af186751f3a,"2024-08-26 17:15:11"
1c6023e3-c6eb-4d82-8e7e-4de1ef93acab,346436153391273,ZACHARY_HITE,"American Express",2028-11-01,691,0a903c1a-59f7-40a4-8813-c57c64486fef,"2024-08-26 17:15:11"
1c915029-ff51-45ff-8474-0c3a3a2327b0,510818354028542,IAN_STILL,Mastercard,2027-04-01,834,dd66940d-538e-48a2-bf9f-64e57b3805b7,"2024-08-26 17:15:12"
1e03638f-50b6-41dd-8d22-390cadd7209d,513806376410258,LONNIE_TIRADO,Mastercard,2029-10-01,126,9cf20b1d-1637-465f-a40d-5d9812284ba2,"2024-08-26 17:15:12"
1e2eff33-5912-4c66-b9e4-5cf39d25a478,46469807225037,RICKY_SHELBY,Visa,2028-08-01,723,0434a613-15d5-441c-b2f6-a55a58f826e5,"2024-08-26 17:15:11"
1e9a0bfd-77d3-44ce-bd4f-b55e206b44ee,60115925431405768,VELMA_LUCAS,Discover,2028-07-01,840,e99ef96c-ad99-4885-afaf-3b9e828751cc,"2024-08-26 17:15:12"
1ecf6e32-1c2a-4e96-8674-bb0c248e4e29,344881480214395,CLYDE_TOBIAS,"American Express",2029-09-01,903,b55c0386-bb6a-49f6-951d-892693d2b114,"2024-08-26 17:15:12"
1eff8df2-e231-4582-82f2-cc2e5b1f16c8,41707059567020,LESLIE_SEWARD,Visa,2027-01-01,935,231f86d3-6c98-4d02-b988-83e7acce1825,"2024-08-26 17:15:11"
1f9aeb35-681c-4608-ae5b-d3774836d8ef,43658245436644,KELLY_KNOTT,Visa,2026-08-01,447,fac0c1d3-3990-4685-b60e-c7430de955fc,"2024-08-26 17:15:12"
206f654b-5d70-4fd8-aac8-8c6837691024,514188077852338,OSCAR_AQUINO,Mastercard,2025-07-01,499,c0b3d5e1-0814-4bdc-bdf9-4a921ecd8b10,"2024-08-26 17:15:12"
211ccfcc-00c1-42bd-94bd-11cc52b2ae08,342639782897092,MARTIN_BALES,"American Express",2026-08-01,848,0b36dbb0-03e0-4813-bfbc-060664caf3c2,"2024-08-26 17:15:11"
2165afe8-b673-4578-a8af-83b558c55714,60119924247609883,ARLENE_HARVEY,Discover,2026-10-01,675,d8a4c6f7-57db-451a-abc9-56cdd8ccea0a,"2024-08-26 17:15:12"
2178b963-b20e-48df-8059-481956778a32,349924041221609,COURTNEY_DAY,"American Express",2029-09-01,945,13202344-37fe-4610-8921-e7472b62a37c,"2024-08-26 17:15:11"
21f5d954-b88d-4ae4-a017-2899b5720b4d,513147897436096,JULIO_NOLAND,Mastercard,2028-10-01,841,5fb04874-52ab-4231-ada6-facca61062d5,"2024-08-26 17:15:11"
220c7c54-ad5b-4eba-8c28-35bb903a90f3,510151488284733,RYAN_SALISBURY,Mastercard,2026-04-01,907,81e4053c-b6d0-40b7-a314-58c1e67e7aa1,"2024-08-26 17:15:12"
2254f46e-9df9-48e7-83b2-2496d1c75f03,60116041598530732,LAWRENCE_LAWTON,Discover,2030-04-01,373,8f438ba4-0d2c-4985-926e-974fbfc15405,"2024-08-26 17:15:12"
2263c88c-4101-4281-8577-ca2ed2663645,349617440857478,ERIC_ROBERT,"American Express",2027-01-01,253,8427e6d6-85ad-4a8a-95c3-8bf91fbf67d1,"2024-08-26 17:15:12"
229baaba-872b-493a-aafa-978929851eba,60119594935128914,SUSAN_WILSON,Discover,2024-02-01,884,7ff4a91e-6622-4a9b-a73e-9be64b86a0f5,"2024-08-26 17:15:12"
23463f81-951d-4e19-a0bf-92c95887aecd,340286930102971,KRISTIN_JOHNSTON,"American Express",2024-03-01,793,73cdcdf1-59d7-4bf6-b66c-9f53c211c688,"2024-08-26 17:15:12"
234d2a1b-48be-42e9-a568-f4176433d81a,349177693105892,MORRIS_MCCARTER,"American Express",2026-05-01,269,22e80135-8556-4d40-9790-86f1b93373da,"2024-08-26 17:15:11"
23d0f12c-4fbb-4889-8a99-3a8caa3e3144,511934698935208,ROY_WHITING,Mastercard,2030-09-01,470,e1d2075d-92a2-4a0f-9fb1-b59215d99dd9,"2024-08-26 17:15:12"
242352fe-6328-4a91-ab6f-9980b38d2cf1,515196460401364,MARILYN_ROSS,Mastercard,2030-07-01,801,d40ff429-406a-47b8-82e0-1eb23dde36d3,"2024-08-26 17:15:12"
253fbad9-dd88-4708-97d4-e79924ac5d4f,515897203530910,MYRTLE_FLEMING,Mastercard,2029-01-01,423,7ed6d90f-37dc-47b7-94f4-3edc90a229b2,"2024-08-26 17:15:12"
2578c288-54c2-4bd7-9ac6-4909ebdb8fd9,47636300848752,WANDA_PATTERSON,Visa,2026-08-01,826,cb3d1aa0-8e4b-4e59-9cfd-77e453403f8c,"2024-08-26 17:15:12"
25e72244-e1d9-48f6-9b16-ebf9641fb124,45983001797370,STEVEN_CURLEY,Visa,2025-12-01,902,4f747174-2040-43c8-93b0-2632065627aa,"2024-08-26 17:15:11"
265b1738-e43d-4466-bc28-f4ba3a474e62,348940130897657,CLAUDE_HERZOG,"American Express",2029-01-01,274,f859e0b8-b778-4c63-8090-d404593e0732,"2024-08-26 17:15:12"
26ff52eb-9b9a-45f4-8bba-0c8a55fedd21,519682458999079,VICTORIA_GIBSON,Mastercard,2026-04-01,124,233e769c-28c9-4a5c-adf0-70c8cdf384a9,"2024-08-26 17:15:11"
2726bb07-ff50-4480-8714-b631e566ca51,44713092179513,MIKE_WAY,Visa,2029-05-01,893,e3ad50e8-15c2-4b8c-825a-a09dc7344aba,"2024-08-26 17:15:12"
2726c2fa-b06f-46cf-abc7-19c10acaa2f7,349217569445178,RUBY_WASHINGTON,"American Express",2030-05-01,250,c733ec15-e5d2-44b9-8bc6-71c930aa6ce5,"2024-08-26 17:15:12"
27570ae3-d2bc-4688-b1cb-d2c32f491df2,341314387645978,MARTHA_GONZALEZ,"American Express",2024-11-01,966,64159e29-6b3b-4791-8a9d-6b78b4ef4398,"2024-08-26 17:15:12"
27716f0b-e243-4b7d-812e-e18703fc056e,515508949209591,STEPHEN_QUALLS,Mastercard,2024-12-01,248,1d23ad8a-fa88-4a32-97c6-ca606578abeb,"2024-08-26 17:15:11"
288a9142-9a30-4b07-ab22-1c4e32367bef,60117471584768006,DIANA_ALEXANDER,Discover,2025-01-01,731,f8432c10-de26-42f4-8dfc-12ad7ad5d968,"2024-08-26 17:15:12"
2953aba8-661c-479a-a7ea-87e3d8ba1558,40194146020361,ANA_BRADLEY,Visa,2029-11-01,807,98f3ea58-ff65-49d6-9fd2-342a5d6250d6,"2024-08-26 17:15:12"
2a586e3d-2ebd-449a-9ba6-ff959d8fcce5,45897791884935,MARC_OUTLAW,Visa,2029-08-01,634,769d14e5-8a0b-448e-b750-1749a03de834,"2024-08-26 17:15:12"
2a58a1d3-8e21-457e-bb61-59c040da4c29,60113448700947049,JEFFREY_SPEAR,Discover,2029-04-01,534,dd8bb6d0-5b04-4e5f-8836-de8ce7617eb6,"2024-08-26 17:15:12"
2a962c15-630e-45a1-ae70-e08843842eb0,47967659768808,MARLENE_WELCH,Visa,2026-12-01,477,4752f779-1fbe-45d3-8208-c3382b910bef,"2024-08-26 17:15:11"
2af0eb3b-5ccb-4e34-8990-2ee09250a558,345401925189305,FRANKLIN_TROUTMAN,"American Express",2024-04-01,313,5b9b8b6b-0db6-4ad9-abc4-106f746b991d,"2024-08-26 17:15:11"
2b0a5de0-d82c-4686-ad9f-e96720a81cc0,45359469347463,JUANITA_MASON,Visa,2030-11-01,622,b187bf03-7cd2-4cdb-9851-74e34d7aa97c,"2024-08-26 17:15:12"
2b26209e-0ecb-4c28-bfc3-76d3e1bb9b65,60114867314643084,PENNY_NEAL,Discover,2029-11-01,951,71ffbe8c-a347-4dae-8c07-cfd57cb70625,"2024-08-26 17:15:12"
2b381d7a-8eee-4ee0-b510-3946072bad4f,60110926150362078,VIOLA_HANSON,Discover,2028-02-01,289,f9d98de2-2f47-492d-aa2a-951c84aebfe3,"2024-08-26 17:15:12"
2b7f4ee7-3e44-4647-9b9d-55436be97947,349727546705213,DANIELLE_DANIELS,"American Express",2026-04-01,687,0df9f2f7-59fb-43e1-8bb6-7c9eec04afe2,"2024-08-26 17:15:11"
2bb155bc-0e13-4e8d-975e-6997edff2a17,348705005712201,MISTY_LAMBERT,"American Express",2026-04-01,918,16da4b46-d9d0-4fbf-8425-14ac1cfebdfc,"2024-08-26 17:15:11"
2bb76a52-42ad-4f0a-92a1-abf3bf288edf,345730046964994,MARSHALL_THORN,"American Express",2027-07-01,845,c16a1eaf-cd38-4792-b6fb-85a693e67ebd,"2024-08-26 17:15:12"
2c1c05fa-3d55-4934-aa5e-5c9a064f49ee,42211983877313,BOBBY_BOUDREAU,Visa,2030-04-01,327,443b66d4-0e58-4318-be72-6756b22dc5b5,"2024-08-26 17:15:11"
2c5c8053-fece-4678-b778-ba503bbbb37b,347341854080282,JANET_PHILLIPS,"American Express",2026-11-01,312,0f717709-e33f-4c04-b197-52ae7c6cf248,"2024-08-26 17:15:11"
2cd076d3-fc71-4753-8afe-4386dce98b22,40734381224730,GLADYS_HAMILTON,Visa,2024-08-01,848,ebda080e-0f83-4585-bcde-ed7392ef230e,"2024-08-26 17:15:12"
2d2c90e1-dfcd-4954-9bff-5f507c1dc487,44054363916494,THERESA_WATSON,Visa,2027-05-01,311,9125e48a-b098-4fca-a569-111dd79c4d1c,"2024-08-26 17:15:12"
2da7254e-ec2f-40ae-b410-b2d769a16118,340193079683962,PEARL_GARZA,"American Express",2028-08-01,281,a6bc63e2-7712-444a-bbe1-8c282d6dbb12,"2024-08-26 17:15:12"
2db16fc5-8865-4246-90f4-f6dc67bd84d0,60116834017611179,MILTON_HOWLAND,Discover,2026-12-01,598,ed379fb1-7a70-43e5-86ed-7d75234480d0,"2024-08-26 17:15:12"
2e20922c-0b03-4c26-b36a-5fc9bda3d097,512099645783560,DAWN_SULLIVAN,Mastercard,2028-01-01,617,101ff072-864a-4dba-a95f-17d20a689c6f,"2024-08-26 17:15:11"
2e478c52-ab45-45a7-96ac-b664918f5db9,343086054279805,HOLLY_FOX,"American Express",2024-09-01,502,f240c349-65cf-4944-930b-87d4c31715fd,"2024-08-26 17:15:12"
2eb6cb3e-3654-4fa3-9e54-8a8c41d64578,515350988566030,RAFAEL_ABNEY,Mastercard,2027-12-01,470,df630285-81f7-4225-9329-d0a5bbfcc196,"2024-08-26 17:15:12"
2f025b97-d56a-4905-9d59-a3ad9ac03352,46597586586618,JULIA_FLORES,Visa,2029-09-01,341,bbeb86d5-442b-4e6c-abfd-6d97b0737c40,"2024-08-26 17:15:12"
2f528dc7-8d2c-4577-ba61-d5346198d969,342105499721642,LEE_HAWKS,"American Express",2026-07-01,445,78066a02-8e93-4e1d-8e62-e22505f7cc2f,"2024-08-26 17:15:12"
2f9db5a8-7cc1-45c3-9517-a9114f14dbd9,60119831338969177,PHILLIP_HOLM,Discover,2027-10-01,275,d749ebc2-0738-4f92-a3e3-9f86c0fb8e9c,"2024-08-26 17:15:12"
303b43d1-b5ec-461f-818a-cb96e7ede66f,44475711288576,MARGIE_WADE,Visa,2030-10-01,222,064bc709-1dca-4c97-9eee-318eb66f4fe3,"2024-08-26 17:15:11"
305ce649-a28c-4868-83fb-bf5b38a733d2,60113173804977078,CONNIE_WALLACE,Discover,2029-10-01,435,75646bb6-fb26-4f8e-8b8a-8e4a24e3afd5,"2024-08-26 17:15:12"
311dd614-c211-4b97-a2ff-d06576bf356d,60110879775801288,REGINALD_KINDER,Discover,2030-07-01,854,01eefcce-1df7-41b7-baba-3ae07122daa3,"2024-08-26 17:15:11"
3138b616-58dc-47a5-985d-50b4dbcc11da,512981768099091,JESSE_SCHILLING,Mastercard,2024-08-01,250,2e78afd7-5f75-4521-8522-9c47150f7014,"2024-08-26 17:15:11"
31b232e6-62f0-40d7-afae-ee8b3c05f831,340961972024199,CATHERINE_CAMPBELL,"American Express",2024-10-01,895,a3e0a3f9-265b-43eb-b764-655611a1eb21,"2024-08-26 17:15:12"
3292f6a5-0219-4cd8-92fd-05a0d4e6d279,60113702367766080,MILDRED_BAILEY,Discover,2024-12-01,900,4db5b735-32be-4f9d-8d70-cbe01319ddc3,"2024-08-26 17:15:11"
32abdd38-cd38-46ca-b306-e050646f0aa9,60110079144992127,HARVEY_GUAJARDO,Discover,2029-04-01,402,ab66d732-518d-4a56-a9c0-e929ba9efcba,"2024-08-26 17:15:12"
32c36bcf-dea9-40b9-bcca-cc8e6f998a10,515134339005461,THOMAS_GRIGSBY,Mastercard,2027-10-01,664,7ceccd34-e6f6-45ba-b9dc-46be9ad87ae3,"2024-08-26 17:15:12"
336aa8e7-0c16-40a3-925b-b71d00f3df84,60111153125433901,JOEL_FRANCISCO,Discover,2026-04-01,355,7523a493-26e7-4e31-bc89-3c13d3b01515,"2024-08-26 17:15:12"
33f22e5b-eb85-40dd-a2bf-c813bb45f6fb,513064745252285,CHESTER_BENNER,Mastercard,2027-05-01,643,df06a9a6-3847-4143-a6ef-839294b4f5aa,"2024-08-26 17:15:12"
348beffd-148e-4bab-a27b-36b6abe771fd,349983098136831,CLARA_SHAW,"American Express",2025-03-01,714,820e5f60-e067-44ed-84af-a7c249bfafdc,"2024-08-26 17:15:12"
35ca1279-b66b-4f26-8d3a-17d543c3ae88,60111640855810012,JENNIE_TERRY,Discover,2027-01-01,135,b3e3ac14-b7e1-40d5-a633-30f4cdfbb9c5,"2024-08-26 17:15:12"
36f92381-bd2f-4914-96ff-014d2530178b,60119133079742098,HARRY_ARCE,Discover,2028-02-01,585,776cabdb-bf3b-472b-bc8a-5cb9ea1998de,"2024-08-26 17:15:12"
37347529-89e3-4529-aaaa-39374a1fde02,343547406683036,LAUREN_HUDSON,"American Express",2029-09-01,245,2edfa048-82f6-4efb-8a07-114def05a680,"2024-08-26 17:15:11"
374f99ce-d56e-4da2-bd97-239bc2ce1675,342551010058528,FLORENCE_WOODS,"American Express",2026-12-01,255,76b49ccc-1b59-498d-a456-351c422adcd7,"2024-08-26 17:15:12"
377127a7-8341-4741-b12c-fbe58e506452,343427093442724,NAOMI_JENNINGS,"American Express",2024-07-01,746,8a55fb0e-dbe3-44cd-8c6e-f9eea104e167,"2024-08-26 17:15:12"
3788b653-6f34-4d63-bab6-8e74ba62f5a9,342050417802439,WALLACE_SLONE,"American Express",2030-03-01,249,66a4db31-cf94-4fd8-b2c4-c1f380bbc1d6,"2024-08-26 17:15:12"
37d57ce2-bb39-4aeb-ae66-7b482e9e0a25,346334941772730,WESLEY_BULL,"American Express",2029-04-01,859,bf349f42-17d7-4125-a4fd-bc593771ea9f,"2024-08-26 17:15:12"
3a0e0bb6-e7df-4341-83ce-048d2ff1c412,512962902178528,ANTHONY_SCHWAB,Mastercard,2025-12-01,541,765a36bc-7f4f-49da-983e-4461d64d8003,"2024-08-26 17:15:12"
3a697664-2b9b-44f5-9e88-0b38da66e22a,516636006669694,HENRY_BILLINGSLEY,Mastercard,2026-08-01,357,71e0d539-1e31-4bfb-a469-d9730224ef7b,"2024-08-26 17:15:12"
